Pathway	Gene	OG_TSG
LIN37 dependent P53 Targets	ZWILCH	NA
LIN37 dependent P53 Targets	SPDL1	NA
LIN37 dependent P53 Targets	CDC25A	NA
LIN37 dependent P53 Targets	C4orf46	NA
LIN37 dependent P53 Targets	ZNF107	NA
LIN37 dependent P53 Targets	WEE1	NA
LIN37 dependent P53 Targets	FAAP24	NA
LIN37 dependent P53 Targets	H2AFZ	NA
LIN37 dependent P53 Targets	GGH	NA
LIN37 dependent P53 Targets	GMNN	NA
LIN37 dependent P53 Targets	HMGB2	NA
LIN37 dependent P53 Targets	ZNF92	NA
LIN37 dependent P53 Targets	CENPL	NA
LIN37 dependent P53 Targets	KNSTRN	NA
LIN37 dependent P53 Targets	MCM4	NA
LIN37 dependent P53 Targets	ZNF714	NA
LIN37 dependent P53 Targets	TRIP13	NA
LIN37 dependent P53 Targets	SASS6	NA
LIN37 dependent P53 Targets	CENPN	NA
LIN37 dependent P53 Targets	CKS2	NA
LIN37 dependent P53 Targets	RRM1	NA
LIN37 dependent P53 Targets	FANCG	NA
LIN37 dependent P53 Targets	MIS18BP1	NA
LIN37 dependent P53 Targets	RAD18	NA
LIN37 dependent P53 Targets	UBE2T	NA
LIN37 dependent P53 Targets	GPSM2	NA
LIN37 dependent P53 Targets	NEMP1	NA
LIN37 dependent P53 Targets	KNTC1	NA
LIN37 dependent P53 Targets	RHNO1	NA
LIN37 dependent P53 Targets	INCENP	NA
LIN37 dependent P53 Targets	MASTL	NA
LIN37 dependent P53 Targets	TIMELESS	NA
LIN37 dependent P53 Targets	CENPH	NA
LIN37 dependent P53 Targets	PPIH	NA
LIN37 dependent P53 Targets	NCAPD3	NA
LIN37 dependent P53 Targets	C14orf80	NA
LIN37 dependent P53 Targets	RFC4	NA
LIN37 dependent P53 Targets	DCLRE1B	NA
LIN37 dependent P53 Targets	DNA2	NA
LIN37 dependent P53 Targets	NUP107	NA
LIN37 dependent P53 Targets	DTYMK	NA
LIN37 dependent P53 Targets	POLE	NA
LIN37 dependent P53 Targets	CCDC77	NA
LIN37 dependent P53 Targets	MCM3	NA
LIN37 dependent P53 Targets	DCK	NA
LIN37 dependent P53 Targets	CHEK1	NA
LIN37 dependent P53 Targets	SUV39H2	NA
LIN37 dependent P53 Targets	SCLT1	NA
LIN37 dependent P53 Targets	PSRC1	NA
LIN37 dependent P53 Targets	CEP78	NA
LIN37 dependent P53 Targets	CEP135	NA
LIN37 dependent P53 Targets	UNG	NA
LIN37 dependent P53 Targets	G2E3	NA
LIN37 dependent P53 Targets	CEP72	NA
LIN37 dependent P53 Targets	GSTCD	NA
LIN37 dependent P53 Targets	TUBD1	NA
LIN37 dependent P53 Targets	CEP295	NA
LIN37 dependent P53 Targets	LRR1	NA
LIN37 dependent P53 Targets	RTTN	NA
LIN37 dependent P53 Targets	POLD1	NA
LIN37 dependent P53 Targets	HMGB1	NA
LIN37 dependent P53 Targets	XRCC1	NA
LIN37 dependent P53 Targets	ACD	NA
LIN37 dependent P53 Targets	NSD2	NA
LIN37 dependent P53 Targets	TOPBP1	NA
LIN37 dependent P53 Targets	LSM5	NA
LIN37 dependent P53 Targets	POLA1	NA
LIN37 dependent P53 Targets	NCAPD2	NA
LIN37 dependent P53 Targets	ORC3	NA
LIN37 dependent P53 Targets	PIGK	NA
LIN37 dependent P53 Targets	KCNK5	NA
LIN37 dependent P53 Targets	INIP	NA
LIN37 dependent P53 Targets	SLC25A10	NA
LIN37 dependent P53 Targets	WBP11	NA
LIN37 dependent P53 Targets	FOXRED1	NA
LIN37 dependent P53 Targets	NUP93	NA
LIN37 dependent P53 Targets	H2AFX	NA
LIN37 dependent P53 Targets	NIF3L1	NA
LIN37 independent P53 Targets	CCNE2	NA
LIN37 independent P53 Targets	RIBC2	NA
LIN37 independent P53 Targets	PEG10	NA
LIN37 independent P53 Targets	PRIM1	NA
LIN37 independent P53 Targets	CDKN2C	NA
LIN37 independent P53 Targets	NRM	NA
LIN37 independent P53 Targets	SESTD1	NA
LIN37 independent P53 Targets	SLC1A4	NA
LIN37 independent P53 Targets	HIRIP3	NA
LIN37 independent P53 Targets	LRRCC1	NA
LIN37 independent P53 Targets	USP1	NA
LIN37 independent P53 Targets	RMI1	NA
LIN37 independent P53 Targets	MDC1	NA
LIN37 independent P53 Targets	ARHGAP33	NA
LIN37 independent P53 Targets	LRRC45	NA
LIN37 independent P53 Targets	EZH2	NA
LIN37 independent P53 Targets	ETV1	NA
LIN37 independent P53 Targets	IMPA2	NA
LIN37 independent P53 Targets	PSIP1	NA
LIN37 independent P53 Targets	SLC7A11	NA
LIN37 independent P53 Targets	MCUB	NA
LIN37 independent P53 Targets	CBX5	NA
LIN37 independent P53 Targets	CENPV	NA
LIN37 independent P53 Targets	CNTRL	NA
LIN37 independent P53 Targets	CBX2	NA
LIN37 independent P53 Targets	PRKAR2B	NA
LIN37 independent P53 Targets	TUBA1C	NA
LIN37 independent P53 Targets	JADE1	NA
LIN37 independent P53 Targets	H2AFV	NA
LIN37 independent P53 Targets	UBR7	NA
LIN37 independent P53 Targets	DCLRE1A	NA
LIN37 independent P53 Targets	INSIG1	NA
LIN37 independent P53 Targets	DNMT1	NA
LIN37 independent P53 Targets	PRKACB	NA
LIN37 independent P53 Targets	FAM161A	NA
LIN37 independent P53 Targets	LRRC20	NA
LIN37 independent P53 Targets	MBOAT1	NA
LIN37 independent P53 Targets	ALMS1	NA
LIN37 independent P53 Targets	SFR1	NA
LIN37 independent P53 Targets	JDP2	NA
LIN37 independent P53 Targets	MFSD13A	NA
LIN37 independent P53 Targets	CASP8AP2	NA
LIN37 independent P53 Targets	CBR3	NA
LIN37 independent P53 Targets	TUBB	NA
LIN37 independent P53 Targets	FKBP5	NA
LIN37 independent P53 Targets	CHRNA5	NA
LIN37 independent P53 Targets	PCK2	NA
LIN37 independent P53 Targets	SMC3	NA
LIN37 independent P53 Targets	SSX2IP	NA
LIN37 independent P53 Targets	RANBP1	NA
LIN37 independent P53 Targets	SLC25A40	NA
LIN37 independent P53 Targets	FANCL	NA
LIN37 independent P53 Targets	MCMBP	NA
LIN37 independent P53 Targets	CARHSP1	NA
LIN37 independent P53 Targets	IQCC	NA
LIN37 independent P53 Targets	LBR	NA
LIN37 independent P53 Targets	PMP22	NA
LIN37 independent P53 Targets	GPX8	NA
LIN37 independent P53 Targets	USP37	NA
LIN37 independent P53 Targets	KANK2	NA
LIN37 independent P53 Targets	PRKD3	NA
LIN37 independent P53 Targets	C5orf30	NA
LIN37 independent P53 Targets	TRIM59	NA
LIN37 independent P53 Targets	PHTF2	NA
LIN37 independent P53 Targets	ANP32B	NA
LIN37 independent P53 Targets	TUBGCP3	NA
LIN37 independent P53 Targets	RHOBTB3	NA
LIN37 independent P53 Targets	JPH1	NA
LIN37 independent P53 Targets	TMEM106C	NA
LIN37 independent P53 Targets	CTDSPL2	NA
LIN37 independent P53 Targets	HSD17B11	NA
LIN37 independent P53 Targets	CACYBP	NA
LIN37 independent P53 Targets	UACA	NA
LIN37 independent P53 Targets	CTSC	NA
LIN37 independent P53 Targets	DPYSL3	NA
LIN37 independent P53 Targets	KIF26A	NA
LIN37 independent P53 Targets	NUP155	NA
LIN37 independent P53 Targets	STAMBPL1	NA
LIN37 independent P53 Targets	HSP90AA1	NA
LIN37 independent P53 Targets	KLHL23	NA
LIN37 independent P53 Targets	RBBP7	NA
LIN37 independent P53 Targets	ACSL3	NA
LIN37 independent P53 Targets	GMPS	NA
LIN37 independent P53 Targets	NEDD4	NA
LIN37 independent P53 Targets	RAB27A	NA
LIN37 independent P53 Targets	SLC2A4RG	NA
LIN37 independent P53 Targets	PDS5B	NA
LIN37 independent P53 Targets	IFT122	NA
LIN37 independent P53 Targets	MAGI3	NA
LIN37 independent P53 Targets	SCD	NA
LIN37 independent P53 Targets	HNRNPA2B1	NA
LIN37 independent P53 Targets	RNF144A	NA
LIN37 independent P53 Targets	ZBTB2	NA
LIN37 independent P53 Targets	OSBPL6	NA
LIN37 independent P53 Targets	ABCB10	NA
LIN37 independent P53 Targets	ARNTL2	NA
LIN37 independent P53 Targets	SSRP1	NA
LIN37 independent P53 Targets	NFIB	NA
LIN37 independent P53 Targets	OXCT1	NA
LIN37 independent P53 Targets	UGT8	NA
LIN37 independent P53 Targets	AARS	NA
LIN37 independent P53 Targets	TIFA	NA
LIN37 independent P53 Targets	ETS2	NA
LIN37 independent P53 Targets	PHLPP1	NA
LIN37 independent P53 Targets	MTERF3	NA
LIN37 independent P53 Targets	HPRT1	NA
LIN37 independent P53 Targets	TYRO3	NA
LIN37 independent P53 Targets	SLF2	NA
LIN37 independent P53 Targets	CBX3	NA
LIN37 independent P53 Targets	SENP1	NA
LIN37 independent P53 Targets	GPRC5B	NA
LIN37 independent P53 Targets	GJC1	NA
LIN37 independent P53 Targets	MANEA	NA
LIN37 independent P53 Targets	SPATA33	NA
LIN37 independent P53 Targets	RFC1	NA
LIN37 independent P53 Targets	SRSF2	NA
LIN37 independent P53 Targets	H1FX	NA
LIN37 independent P53 Targets	LRRC8C	NA
LIN37 independent P53 Targets	SCMH1	NA
LIN37 independent P53 Targets	HACD2	NA
LIN37 independent P53 Targets	SLC44A1	NA
LIN37 independent P53 Targets	SLBP	NA
LIN37 independent P53 Targets	HMGCS1	NA
LIN37 independent P53 Targets	TSEN15	NA
LIN37 independent P53 Targets	SH3PXD2B	NA
LIN37 independent P53 Targets	PAICS	NA
LIN37 independent P53 Targets	ASRGL1	NA
LIN37 independent P53 Targets	HAUS2	NA
LIN37 independent P53 Targets	NEK3	NA
LIN37 independent P53 Targets	FABP5	NA
LIN37 independent P53 Targets	BRI3BP	NA
LIN37 independent P53 Targets	ATP2B1	NA
LIN37 independent P53 Targets	SLC43A1	NA
LIN37 independent P53 Targets	HNRNPD	NA
LIN37 independent P53 Targets	NUCKS1	NA
LIN37 independent P53 Targets	FKBPL	NA
LIN37 independent P53 Targets	STAG1	NA
LIN37 independent P53 Targets	SRSF7	NA
LIN37 independent P53 Targets	ABHD2	NA
LIN37 independent P53 Targets	TCAF1	NA
LIN37 independent P53 Targets	NPAT	NA
LIN37 independent P53 Targets	PSMG1	NA
LIN37 independent P53 Targets	S100PBP	NA
LIN37 independent P53 Targets	CLN6	NA
LIN37 independent P53 Targets	RNF138	NA
LIN37 independent P53 Targets	STX2	NA
LIN37 independent P53 Targets	FBXO17	NA
LIN37 independent P53 Targets	RIF1	NA
LIN37 independent P53 Targets	TRA2B	NA
LIN37 independent P53 Targets	SLC4A7	NA
LIN37 independent P53 Targets	IPO9	NA
LIN37 independent P53 Targets	SMCHD1	NA
LIN37 independent P53 Targets	NBN	NA
LIN37 independent P53 Targets	CNOT9	NA
LIN37 independent P53 Targets	ACTL6A	NA
LIN37 independent P53 Targets	TFDP1	NA
LIN37 independent P53 Targets	INTS7	NA
LIN37 independent P53 Targets	CENPX	NA
LIN37 independent P53 Targets	RAPH1	NA
LIN37 independent P53 Targets	TTC26	NA
LIN37 independent P53 Targets	MAGOHB	NA
LIN37 independent P53 Targets	MANEAL	NA
LIN37 independent P53 Targets	NUP54	NA
LIN37 independent P53 Targets	BAZ1B	NA
LIN37 independent P53 Targets	PHLPP2	NA
LIN37 independent P53 Targets	SRSF3	NA
LIN37 independent P53 Targets	TOP3A	NA
LIN37 independent P53 Targets	CHRAC1	NA
LIN37 independent P53 Targets	NUDT21	NA
LIN37 independent P53 Targets	MGST1	NA
LIN37 independent P53 Targets	ROCK2	NA
LIN37 independent P53 Targets	ZNF184	NA
LIN37 independent P53 Targets	DNAJC1	NA
LIN37 independent P53 Targets	TRIB3	NA
LIN37 independent P53 Targets	SNRPB	NA
LIN37 independent P53 Targets	FZD7	NA
LIN37 independent P53 Targets	HLTF	NA
LIN37 independent P53 Targets	RALGPS2	NA
LIN37 independent P53 Targets	ENOSF1	NA
LIN37 independent P53 Targets	SRSF10	NA
LIN37 independent P53 Targets	PLP2	NA
LIN37 independent P53 Targets	KPNB1	NA
LIN37 independent P53 Targets	MAZ	NA
LIN37 independent P53 Targets	ZBTB14	NA
LIN37 independent P53 Targets	PTGES3	NA
LIN37 independent P53 Targets	TMEM18	NA
LIN37 independent P53 Targets	GRK6	NA
LIN37 independent P53 Targets	EXPH5	NA
LIN37 independent P53 Targets	SNRPD1	NA
LIN37 independent P53 Targets	SLC1A5	NA
LIN37 independent P53 Targets	CDC27	NA
LIN37 independent P53 Targets	KCTD3	NA
LIN37 independent P53 Targets	TCF7L1	NA
LIN37 independent P53 Targets	SLC7A1	NA
LIN37 independent P53 Targets	XYLB	NA
LIN37 independent P53 Targets	TMCO3	NA
LIN37 independent P53 Targets	FAM20C	NA
LIN37 independent P53 Targets	HNRNPAB	NA
LIN37 independent P53 Targets	UTP20	NA
LIN37 independent P53 Targets	POU2F1	NA
LIN37 independent P53 Targets	PHF13	NA
LIN37 independent P53 Targets	HSPD1	NA
LIN37 independent P53 Targets	DCPS	NA
LIN37 independent P53 Targets	FAM57A	NA
LIN37 independent P53 Targets	CAND1	NA
LIN37 independent P53 Targets	DIS3L	NA
LIN37 independent P53 Targets	CBFB	NA
LIN37 independent P53 Targets	THNSL1	NA
LIN37 independent P53 Targets	CEBPG	NA
LIN37 independent P53 Targets	CLIC4	NA
LIN37 independent P53 Targets	TRAF2	NA
LIN37 independent P53 Targets	QSER1	NA
LIN37 independent P53 Targets	SET	NA
LIN37 independent P53 Targets	PTBP1	NA
LIN37 independent P53 Targets	DLG3	NA
LIN37 independent P53 Targets	CYP51A1	NA
LIN37 independent P53 Targets	SLC20A1	NA
LIN37 independent P53 Targets	BEND3	NA
LIN37 independent P53 Targets	TBL1X	NA
LIN37 independent P53 Targets	SNRNP40	NA
LIN37 independent P53 Targets	SHMT2	NA
LIN37 independent P53 Targets	STAG2	NA
LIN37 independent P53 Targets	PRKDC	NA
LIN37 independent P53 Targets	FERMT2	NA
LIN37 independent P53 Targets	SMC5	NA
LIN37 independent P53 Targets	HNRNPR	NA
LIN37 independent P53 Targets	NUP188	NA
LIN37 independent P53 Targets	SMPD4	NA
LIN37 independent P53 Targets	YWHAH	NA
LIN37 independent P53 Targets	NRF1	NA
LIN37 independent P53 Targets	COLGALT1	NA
LIN37 independent P53 Targets	SYNCRIP	NA
LIN37 independent P53 Targets	SLC38A1	NA
LIN37 independent P53 Targets	EXOC6	NA
LIN37 independent P53 Targets	EML4	NA
LIN37 independent P53 Targets	BCLAF1	NA
LIN37 independent P53 Targets	POT1	NA
LIN37 independent P53 Targets	HNRNPM	NA
LIN37 independent P53 Targets	RAI14	NA
LIN37 independent P53 Targets	ICMT	NA
LIN37 independent P53 Targets	SUPT16H	NA
LIN37 independent P53 Targets	TUBGCP4	NA
LIN37 independent P53 Targets	PLEK2	NA
LIN37 independent P53 Targets	HNRNPU	NA
LIN37 independent P53 Targets	TMEM38B	NA
LIN37 independent P53 Targets	ERLIN1	NA
LIN37 independent P53 Targets	PDS5A	NA
LIN37 independent P53 Targets	CKAP5	NA
LIN37 independent P53 Targets	SFPQ	NA
LIN37 independent P53 Targets	FUS	NA
LIN37 independent P53 Targets	PAXX	NA
LIN37 independent P53 Targets	HSPE1	NA
LIN37 independent P53 Targets	MTMR2	NA
LIN37 independent P53 Targets	RPS6KA3	NA
LIN37 independent P53 Targets	FARSB	NA
LIN37 independent P53 Targets	NUP62	NA
LIN37 independent P53 Targets	NAA15	NA
LIN37 independent P53 Targets	SRSF1	NA
LIN37 independent P53 Targets	WDYHV1	NA
LIN37 independent P53 Targets	BDH1	NA
LIN37 independent P53 Targets	GPR180	NA
LIN37 independent P53 Targets	EXOSC2	NA
LIN37 independent P53 Targets	CSPP1	NA
LIN37 independent P53 Targets	MPP6	NA
LIN37 independent P53 Targets	ANO6	NA
LIN37 independent P53 Targets	CCT5	NA
LIN37 independent P53 Targets	KATNAL1	NA
LIN37 independent P53 Targets	GALNT14	NA
LIN37 independent P53 Targets	AZIN1	NA
LIN37 independent P53 Targets	BAG2	NA
LIN37 independent P53 Targets	C12orf65	NA
LIN37 independent P53 Targets	RHEB	NA
LIN37 independent P53 Targets	CTCF	NA
LIN37 independent P53 Targets	DNAJC15	NA
LIN37 independent P53 Targets	CHD1	NA
LIN37 independent P53 Targets	MAD2L2	NA
LIN37 independent P53 Targets	CEP70	NA
LIN37 independent P53 Targets	HNRNPF	NA
LIN37 independent P53 Targets	KHDRBS1	NA
LIN37 independent P53 Targets	USP39	NA
LIN37 independent P53 Targets	DIAPH1	NA
LIN37 independent P53 Targets	GPT2	NA
LIN37 independent P53 Targets	MDM1	NA
LIN37 independent P53 Targets	PMF1	NA
LIN37 independent P53 Targets	SIN3A	NA
LIN37 independent P53 Targets	TUBB2B	NA
LIN37 independent P53 Targets	PARP1	NA
LIN37 independent P53 Targets	KHSRP	NA
LIN37 independent P53 Targets	ANKRD28	NA
LIN37 independent P53 Targets	XPOT	NA
LIN37 independent P53 Targets	TIPIN	NA
LIN37 independent P53 Targets	LRRC58	NA
LIN37 independent P53 Targets	TEAD4	NA
LIN37 independent P53 Targets	RAP1GDS1	NA
LIN37 independent P53 Targets	TWISTNB	NA
LIN37 independent P53 Targets	TCEA1	NA
LIN37 independent P53 Targets	DARS2	NA
LIN37 independent P53 Targets	CEBPZ	NA
LIN37 independent P53 Targets	TBL1XR1	NA
LIN37 independent P53 Targets	YARS	NA
LIN37 independent P53 Targets	TNPO3	NA
LIN37 independent P53 Targets	SEPHS1	NA
LIN37 independent P53 Targets	HNRNPA1	NA
LIN37 independent P53 Targets	TCHP	NA
LIN37 independent P53 Targets	MBNL1	NA
LIN37 independent P53 Targets	DCTPP1	NA
LIN37 independent P53 Targets	ZNF639	NA
LIN37 independent P53 Targets	NIN	NA
LIN37 independent P53 Targets	ATF4	NA
LIN37 independent P53 Targets	POLD2	NA
LIN37 independent P53 Targets	CDKAL1	NA
LIN37 independent P53 Targets	MLKL	NA
LIN37 independent P53 Targets	HNRNPH3	NA
LIN37 independent P53 Targets	TUBG1	NA
LIN37 independent P53 Targets	DLAT	NA
LIN37 independent P53 Targets	MAP3K4	NA
LIN37 independent P53 Targets	BNIP1	NA
LIN37 independent P53 Targets	NSD3	NA
LIN37 independent P53 Targets	LIMS1	NA
LIN37 independent P53 Targets	COQ7	NA
LIN37 independent P53 Targets	TTLL4	NA
LIN37 independent P53 Targets	COMMD10	NA
LIN37 independent P53 Targets	SKIV2L2	NA
LIN37 independent P53 Targets	PPP3R1	NA
LIN37 independent P53 Targets	HS2ST1	NA
LIN37 independent P53 Targets	TMEM109	NA
LIN37 independent P53 Targets	MRPS34	NA
LIN37 independent P53 Targets	DHCR7	NA
LIN37 independent P53 Targets	ATP11C	NA
LIN37 independent P53 Targets	TLK1	NA
LIN37 independent P53 Targets	LIN52	NA
LIN37 independent P53 Targets	PIGU	NA
LIN37 independent P53 Targets	SEC22C	NA
LIN37 independent P53 Targets	RBBP4	NA
LIN37 independent P53 Targets	NUP88	NA
LIN37 independent P53 Targets	KDM1A	NA
LIN37 independent P53 Targets	CD320	NA
LIN37 independent P53 Targets	CHD4	NA
LIN37 independent P53 Targets	SFXN1	NA
LIN37 independent P53 Targets	HNRNPA3	NA
LIN37 independent P53 Targets	SMS	NA
LIN37 independent P53 Targets	SSBP3	NA
LIN37 independent P53 Targets	LONP1	NA
LIN37 independent P53 Targets	CNTROB	NA
LIN37 independent P53 Targets	PLPP2	NA
LIN37 independent P53 Targets	FAM20B	NA
LIN37 independent P53 Targets	GARS	NA
LIN37 independent P53 Targets	PAFAH1B3	NA
LIN37 independent P53 Targets	HP1BP3	NA
LIN37 independent P53 Targets	PAXIP1	NA
LIN37 independent P53 Targets	NUP58	NA
LIN37 independent P53 Targets	CPSF6	NA
LIN37 independent P53 Targets	NEK1	NA
LIN37 independent P53 Targets	ADIPOR2	NA
LIN37 independent P53 Targets	NOP58	NA
LIN37 independent P53 Targets	DGCR8	NA
LIN37 independent P53 Targets	HDGF	NA
LIN37 independent P53 Targets	SLC3A2	NA
LIN37 independent P53 Targets	BUB3	NA
LIN37 independent P53 Targets	PRELID1	NA
LIN37 independent P53 Targets	MKS1	NA
LIN37 independent P53 Targets	THRAP3	NA
LIN37 independent P53 Targets	PPIF	NA
LIN37 independent P53 Targets	RDX	NA
LIN37 independent P53 Targets	POGZ	NA
LIN37 independent P53 Targets	THOC1	NA
LIN37 independent P53 Targets	EIF4EBP1	NA
LIN37 independent P53 Targets	CDK4	NA
LIN37 independent P53 Targets	ANAPC1	NA
LIN37 independent P53 Targets	ENAH	NA
LIN37 independent P53 Targets	DHX15	NA
LIN37 independent P53 Targets	LANCL1	NA
LIN37 independent P53 Targets	XPO7	NA
LIN37 independent P53 Targets	FAF1	NA
LIN37 independent P53 Targets	CEP170	NA
LIN37 independent P53 Targets	NUDC	NA
LIN37 independent P53 Targets	HNRNPH1	NA
LIN37 independent P53 Targets	STRBP	NA
LIN37 independent P53 Targets	SF3B3	NA
LIN37 independent P53 Targets	MYH10	NA
LIN37 independent P53 Targets	TXLNG	NA
LIN37 independent P53 Targets	RAN	NA
LIN37 independent P53 Targets	SMARCA5	NA
LIN37 independent P53 Targets	GULP1	NA
LIN37 independent P53 Targets	DTD1	NA
LIN37 independent P53 Targets	NCOA5	NA
LIN37 independent P53 Targets	STIP1	NA
LIN37 independent P53 Targets	TAF5L	NA
LIN37 independent P53 Targets	DCAF1	NA
LIN37 independent P53 Targets	ZNF148	NA
LIN37 independent P53 Targets	PATZ1	NA
LIN37 independent P53 Targets	KIF2A	NA
LIN37 independent P53 Targets	FKBP4	NA
LIN37 independent P53 Targets	SF1	NA
LIN37 independent P53 Targets	KAT7	NA
LIN37 independent P53 Targets	EBAG9	NA
LIN37 independent P53 Targets	SRRM1	NA
LIN37 independent P53 Targets	ZNF395	NA
LIN37 independent P53 Targets	R3HDM1	NA
LIN37 independent P53 Targets	TCF3	NA
LIN37 independent P53 Targets	RAB8A	NA
LIN37 independent P53 Targets	MARS	NA
LIN37 independent P53 Targets	CWC27	NA
LIN37 independent P53 Targets	DYRK1A	NA
LIN37 independent P53 Targets	EHMT2	NA
LIN37 independent P53 Targets	MRPS18B	NA
LIN37 independent P53 Targets	CUL3	NA
LIN37 independent P53 Targets	NONO	NA
LIN37 independent P53 Targets	ADNP	NA
LIN37 independent P53 Targets	LRP8	NA
LIN37 independent P53 Targets	CTDSP1	NA
LIN37 independent P53 Targets	CS	NA
LIN37 independent P53 Targets	TCF12	NA
LIN37 independent P53 Targets	HDAC1	NA
LIN37 independent P53 Targets	GNB1	NA
